H,torch,torch-compile,torch-compile-checkpoint,triton,triton-recomp,triton-par-recomp,triton-many-recomp,malek
1024.000000,85.582429,85.773568,72.007683,18.412503,13.164969,3.266078,7.872688,105.907553
2048.000000,125.680719,127.022806,83.633895,18.420275,10.645710,3.177141,5.898924,114.400513
4096.000000,146.759816,142.843449,84.970077,18.393773,8.755632,1.581935,2.099303,118.318531
8192.000000,149.066664,148.810199,91.470374,16.539309,8.029897,1.534091,0.448428,114.240671
