H,torch-baseline,torch-compile,maxauto-compile,torch-checkpoint,malek,triton-z-chunks-in-sram-deployed
256.000000,0.000574,0.000577,0.000586,0.000577,0.000579,0.000104
512.000000,0.000760,0.000748,0.000751,0.000744,0.000756,0.000124
1024.000000,0.001718,0.001730,0.001697,0.001720,0.001725,0.000148
2048.000000,0.001686,0.001681,0.001679,0.001690,0.001674,0.000140
4096.000000,0.001097,0.001351,0.001148,0.001343,0.001150,0.000049
8192.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000
